category,subcategory,name,description,url,price,image
Mice and Trackballs,Wired Mice,Seal Shield Storm Medical Opt Mou,"SILVER STORM Medical Grade Optical Mouse With Scroll Wheel - Dishwasher Safe and Antimicrobial (White)(USB). The original DISHWASHER SAFE Scroll Wheel mouse. Manufactured with SEAL SHIELD Waterproof Technology (Patent Pending) and SILVER SEAL infused plastic for antimicrobial protection of the mouse surface. The SILVER STORM Scroll Wheel Mouse is the original mouse that is washable and SILVER SEAL protected. SILVER SEAL technology protects the mouse between washings. The SILVER STORM Scroll Wheel, 800 dpi optical mouse is fully submersible; DISHWASHER SAFE; has a 24K Gold-plated USB Connector to prevent corrosion and is manufactured to IP-68 standards. Includes (1) SILVER STORM Medical Grade Optical Mouse With Scroll Wheel - Dishwasher Safe and Antimicrobial (White)(USB); (1) SEAL CAPTM(Patent pending) USB Connection Cover. Windows and Mac compatible.<br><br>",/images/SEAL_SHIELD_STORM_MEDICAL_OPT_MOU.jpg,94.24,/images/SEAL_SHIELD_STORM_MEDICAL_OPT_MOU.jpg
Mice and Trackballs,Wired Mice,Pioneer Ip68 Usb Mouse White,,/images/PIONEER_IP68_USB_MOUSE_WHITE.jpg,87.93,/images/PIONEER_IP68_USB_MOUSE_WHITE.jpg
Mice and Trackballs,Wireless Mice,Verbatim Silent Wrls Mouse,"Say goodbye to noise and hello to silence with the Verbatim Silent Mouse and Keyboard. Using Silent technology, silent click switches, and rubber covers, these Verbatim products are truly silent. The nano receiver is small enough to plug in and leave connected and the 2.4 GHz wireless performance allows for a lag-free connection. The Silent Mouse features Blue LED technology, allowing users to point and click on more surfaces than other mice - from a glass table to the granite kitchen counter! The Silent Keyboard features a full numeric keypad and full-size function keys, all within a slim, efficient design.",/images/VERBATIM_SILENT_WRLS_MOUSE.jpg,87.67,/images/VERBATIM_SILENT_WRLS_MOUSE.jpg
Mice and Trackballs,Wireless Mice,Evoluent Wrls Vert Mouse 4 Rt Hand,"Evoluent ®USB Wireless Right-Handed VerticalMouse protects your forearm from twisting with its thoughtfully sculpted shape and easy-to-operate programmable buttons. Its two-thumb buttons feature offers significantly extended functionality when you use it with the included driver. The Evoluent USB wireless right-handed VerticalMouse 4 has an adjustable laser sensor to allow for comfortable adjustment without freeing your grip from the mouse. Its extended lip along the bottom edge keeps your finger from rubbing the desk. An ergonomic thumb rest in the mouse provides even comfort compared to its earlier versions. Its pointer speed indicators show through this thumb rest and its easy to tell pointer speed. This vertical computer mouse comes with a powerful and intuitive driver that offers detailed but easy to operate functionality through an intuitive interface. It's compatible with Windows, Mac and Linux for universal use.",/images/EVOLUENT_WRLS_VERT_MOUSE_4_RT_HAND.jpg,40.75,/images/EVOLUENT_WRLS_VERT_MOUSE_4_RT_HAND.jpg
Mice and Trackballs,Wireless Mice,Verb Wrls Mini Travel Grap Mou,"Go Mini! Verbatims new Nano travel mouse is ultra-compact and wireless too! A great solution for people on the gothis optical mouse is ideal for notebook and netbook users. The small Nano receiver plugs into your laptops USB port and can stay; no need to plug and unplug a bulky receiver or deal with cords! With 2.4GHz reliability and performance, the travel mouse ensures no delays in cursor movement. This portable mouse comes in a variety of fun colors and works on any computer with a USB port.<br><br>Ultra-portable design is great for storing in a briefcase for use on the road<br>Nano wireless receiver: small enough to plug in once and leave connected<br>USB 2.0 interface (also compatible with USB 1.1 ports): allows for 2.4GHz wireless reliability and performance<br>Functional mouse is compatible with Windows 7, Vista, and XP operating systems<br>Backed by a Verbatim 1-year limited warranty<br>Size: 3 L x 2"" W x 1.25"" H<br>Color: Graphite",/images/VERB_WRLS_MINI_TRAVEL_GRAP_MOU.jpg,55.9,/images/VERB_WRLS_MINI_TRAVEL_GRAP_MOU.jpg
Mice and Trackballs,Wired Mice,Targus Opt Nb Usb Mou,"The Targus USB Optical Laptop Mouse is a three-button mouse with an ergonomic design to provide comfort while in use. Designed for both left and right-handed users, the mouse features an integrated scroll wheel making it easy to navigate through web pages or lengthy spreadsheets at a quick pace. Featuring a 6ft. USB connection and a 1,000 DPI optical sensor, this cost effective mouse is easy to use - simply plug and play. No drivers are required. Large enough for comfortable desktop use, this mouse is also small enough to fit inside of a laptop case for easy travel.<br>",/images/TARGUS_OPT_NB_USB_MOU.jpg,70.83,/images/TARGUS_OPT_NB_USB_MOU.jpg
Computer Displays,"Gaming Monitors 15""-34""",Benq Ex3410R Mobiuz 34In Gaming Mon,"Go ahead and enter a gaming world where you will discover a universe of infinite possibilities. Whoever you choose to be, just enjoy the ultimate gaming experience and play with the total immersion BenQ MOBIUZ leads you to.",/images/BENQ_EX3410R_MOBIUZ_34IN_GAMING_MON.jpg,51.4,/images/BENQ_EX3410R_MOBIUZ_34IN_GAMING_MON.jpg
Computer Displays,"24"" Computer Displays",Planar Pll2450Mw 24In Led Lcd Mon,"The Planar PLL2450MW 24"" Full HD LCD desktop monitor features wide viewing angles, integrated TrueMedia speakers and VGA and HDMI video inputs. With its small footprint, it can be mounted on a multi-monitor stand for home, office or healthcare applications. The Planar PLL2450MW offers wide viewing angles and excellent color balance while maintaining a quick refresh rate. Blue light reduction presets help lower eye fatigue and maintain visual comfort.",/images/PLANAR_PLL2450MW_24IN_LED_LCD_MON.jpg,56.71,/images/PLANAR_PLL2450MW_24IN_LED_LCD_MON.jpg
Notebook Computers,Clearance Merchandise,Acer C734T-C6As N4500 32_8 (Bstk),"<p>The Acer Chromebook 511 C734T is a school laptop that keeps the students engaged and ready to achieve more in the classroom. It features a unique OceanGlass touchpad that helps reduce waste in the environment. This laptop comes equipped with the Intel Celeron N4500 processor, UHD Graphics and 8 GB RAM for seamless performance.</p>",/images/ACER_C734T-C6AS_N4500_32_8_(BSTK).jpg,63.92,/images/ACER_C734T-C6AS_N4500_32_8_(BSTK).jpg
Apple Notebooks,MacBook Pro Notebooks,Apple Mbp 14 M3P 11C14C 18 512Gb Sb,"Apple Intelligence helps you write, express yourself, and get things done effortlessly. It draws on your personal context while setting a brand-new standard for privacy in AI. Coming in beta this fall.<br><br>The 14-inch MacBook Pro blasts forward with M3, an incredibly advanced chip that brings serious speed and capability. With industry-leading battery lifeup to 22 hoursand a beautiful Liquid Retina XDR display, its a pro laptop without equal.<br><br>Battery life varies by use and configuration.<br><br>Apple Intelligence will be available in beta on Mac with M1 and later, with Siri and device language set to U.S. English, as part of macOS Sequoia later this year.",/images/APPLE_MBP_14_M3P_11C14C_18_512GB_SB.jpg,87.88,/images/APPLE_MBP_14_M3P_11C14C_18_512GB_SB.jpg
Apple Notebooks,Liquidation Items,Apple Mbp 14 M4P 12C16C 24G 512G Sil,"The 14-inch MacBook Pro with M4 Pro and M4 Max chips gives you outrageous performance in a powerhouse laptop built for Apple Intelligence. With up to 22 hours of battery life and a breathtaking Liquid Retina XDR display with up to 1600 nits peak brightness, its pro in every way.<br><br>The display on the 14-inch MacBook Pro has rounded corners at the top. When measured as a standard rectangular shape, the screen is 14.2 inches diagonally (actual viewable area is less).<br><br>Configurable options are available. Apps are available on the App Store. Software and content may be sold separately. Title availability is subject to change. FaceTime is not available in all countries or regions.<br><br>Apple Intelligence is available in beta on all Mac models with M1 and later, with Siri and device language set to U.S. English, as a macOS Sequoia update. English (Australia, Canada, New Zealand, South Africa, UK) language support available this December. Some features and support for additional languages, like Chinese, English (India, Singapore), French, German, Italian, Japanese, Korean, Portuguese, Spanish, Vietnamese, and others, will be coming over the course of the next year.<br><br>Available on Mac computers with Apple silicon and Intel-based Mac computers with a T2 Security Chip. Requires that your iPhone and Mac are signed in with the same Apple Account using two-factor authentication, your iPhone and Mac are near each other and have Bluetooth and Wi-Fi turned on, and your Mac is not using AirPlay or Sidecar. Some iPhone features (e.g., camera and microphone) are not compatible with iPhone Mirroring.",/images/APPLE_MBP_14_M4P_12C16C_24G_512G_SIL.jpg,34.85,/images/APPLE_MBP_14_M4P_12C16C_24G_512G_SIL.jpg
Apple Notebooks,Liquidation Items,Apple Mbp 16Nt M4M 16C40C 64 1Tb Sb,"The 16-inch MacBook Pro with M4 Pro and M4 Max chips gives you outrageous performance in a powerhouse laptop built for Apple Intelligence. With up to 24 hours of battery life and a breathtaking Liquid Retina XDR display with up to 1600 nits peak brightness, its pro in every way.<br><br>The display on the 16-inch MacBook Pro has rounded corners at the top. When measured as a standard rectangular shape, the screen is 16.2 inches diagonally (actual viewable area is less).<br><br>Configurable options are available. Battery life varies by use and configuration. Apps are available on the App Store. Software and content may be sold separately. Title availability is subject to change. FaceTime is not available in all countries or regions.<br><br>Apple Intelligence is available in beta on all Mac models with M1 and later, with Siri and device language set to U.S. English, as a macOS Sequoia update. English (Australia, Canada, New Zealand, South Africa, UK) language support available this December. Some features and support for additional languages, like Chinese, English (India, Singapore), French, German, Italian, Japanese, Korean, Portuguese, Spanish, Vietnamese, and others, will be coming over the course of the next year.<br><br>Available on Mac computers with Apple silicon and Intel-based Mac computers with a T2 Security Chip. Requires that your iPhone and Mac are signed in with the same Apple Account using two-factor authentication, your iPhone and Mac are near each other and have Bluetooth and Wi-Fi turned on, and your Mac is not using AirPlay or Sidecar. Some iPhone features (e.g., camera and microphone) are not compatible with iPhone Mirroring.",/images/APPLE_MBP_16NT_M4M_16C40C_64_1TB_SB.jpg,49.53,/images/APPLE_MBP_16NT_M4M_16C40C_64_1TB_SB.jpg
Apple Notebooks,MacBook Notebooks,Apple Mba 13 M2 8C8C 16 8Gb 256  Str,"Apple Intelligence is the personal intelligence system that helps you write, express yourself, and get things done effortlessly. With groundbreaking privacy protections, it gives you peace of mind that no one else can access your datanot even Apple.<br><br>Supercharged by the next-generation M2 chip, the redesigned MacBook Air combines incredible performance and up to 18 hours of battery life into its strikingly thin aluminum enclosure.<br><br>Battery life varies by use and configuration. Screen Size is measured diagonally.<br><br>Apple Intelligence is available in beta on all Mac models with M1 and later, with Siri and device language set to U.S. English, as a macOS Sequoia update. English (Australia, Canada, Ireland, New Zealand, South Africa, UK) language support available this December. Some features and support for additional languages, like Chinese, English (India, Singapore), French, German, Italian, Japanese, Korean, Portuguese, Spanish, Vietnamese, and others, will be coming over the course of the next year.",/images/APPLE_MBA_13_M2_8C8C_16_8GB_256__STR.jpg,44.62,/images/APPLE_MBA_13_M2_8C8C_16_8GB_256__STR.jpg
Apple Notebooks,MacBook Pro Notebooks,Apple Mbp 14Nt M4M 16C40C 128 8T Sil,"The display on the 14-inch MacBook Pro has rounded corners at the top. When measured as a standard rectangular shape, the screen is 14.2 inches diagonally (actual viewable area is less).<br><br>Configurable options are available. Battery life varies by use and configuration. Apps are available on the App Store. Software and content may be sold separately. Title availability is subject to change. FaceTime is not available in all countries or regions.<br><br>Apple Intelligence is available in beta on all Mac models with M1 and later, with Siri and device language set to U.S. English, as a macOS Sequoia update. English (Australia, Canada, New Zealand, South Africa, UK) language support available this December. Some features and support for additional languages, like Chinese, English (India, Singapore), French, German, Italian, Japanese, Korean, Portuguese, Spanish, Vietnamese, and others, will be coming over the course of the next year.<br><br>Available on Mac computers with Apple silicon and Intel-based Mac computers with a T2 Security Chip. Requires that your iPhone and Mac are signed in with the same Apple Account using two-factor authentication, your iPhone and Mac are near each other and have Bluetooth and Wi-Fi turned on, and your Mac is not using AirPlay or Sidecar. Some iPhone features (e.g., camera and microphone) are not compatible with iPhone Mirroring.",/images/APPLE_MBP_14NT_M4M_16C40C_128_8T_SIL.jpg,68.74,/images/APPLE_MBP_14NT_M4M_16C40C_128_8T_SIL.jpg
Apple Notebooks,MacBook Notebooks,Apple Mba 13 M2 8C10C 16 1Tb Mn 70W,"Supercharged by the M2 chip, the redesigned 13-inch MacBook Air combines incredible performance and up to 18 hours of battery life into its strikingly thin aluminum enclosure.<br><br>Configurable options are available. Battery life varies by use and configuration. Compared with previous generation. Requires iCloud and internet connection.<br><br>The display on the 13-inch MacBook Air has rounded corners at the top. When measured as a standard rectangular shape, the screen is 13.6 inches diagonally (actual viewable area is less).<br><br>Apple Intelligence will be available in beta on Mac with M1 and later, with Siri and device language set to U.S. English, as part of macOS Sequoia this fall.",/images/APPLE_MBA_13_M2_8C10C_16_1TB_MN_70W.jpg,71.69,/images/APPLE_MBA_13_M2_8C10C_16_1TB_MN_70W.jpg
Small & Consumer Electronics,Desktop Webcams,Aluratek Webcam 1080P Hd,"Aluratek's HD 1080p webcam with autofocus lets you easily connect with colleagues, clients, family and friends. The built-in auto lowlight correction and autofocus allow people to see you in sharp HD video. AWC02F is compatible with many laptops and computers and is Plug-and-Play ready. Simply connect it to your computer USB port and use with different video calling clients.",/images/ALURATEK_WEBCAM_1080P_HD.jpg,71.45,/images/ALURATEK_WEBCAM_1080P_HD.jpg
Small & Consumer Electronics,Calculators,Texas Ti Nspire Cx Ii Graphing Calcu,"<p>The Texas Instruments TI-Nspire CX II Graphing Calculator expands the platform's uniquely visual, hands-on approach to conceptual inquiry, discovery and exploration in math, science and STEM classrooms and colleges. This graphing calculator allows you to visualize function, parametric and polar graphs as they are drawn in real time. It also lets you explore direct connections between dynamic coefficients in equations and graphs. You can even create dynamic points defined by coordinates, sliders or expressions quickly. Using this calculator, you can write code for visual illustration of key math, science and STEM ideas.</p><ul><li>Six different graph styles and 15 colors to select from for differentiating each graph drawn</li><li>Numeric evaluations in table format for all graphing modes</li><li>User-defined list names in Lists and Spreadsheet</li><li>Built-in interactive geometry capabilities</li></ul>",/images/TEXAS_TI_NSPIRE_CX_II_GRAPHING_CALCU.jpg,50.79,/images/TEXAS_TI_NSPIRE_CX_II_GRAPHING_CALCU.jpg
Small & Consumer Electronics,2-Way Radios/Walkie Talkies,Motorola On-Site 2 Way Radio,"Empower your team with a faster way to communicate. The RMV2080 on-site two-way business radio helps you communicate instantly, without missing a beat. With crisp, clear audio throughout the workplace and exceptional durability, the RMV2080 wont quit in",/images/MOTOROLA_ON-SITE_2_WAY_RADIO.jpg,51.84,/images/MOTOROLA_ON-SITE_2_WAY_RADIO.jpg
Small & Consumer Electronics,Tools,C2G Rj45 Plug Cover - 6.0Mm Gry 50Pk,"Complete the look of your patch cables with this snagless boot cover which will protect the plug clip when cables are pulled through bundles. Easy to install, this cover will fit RJ-45 plugs for any Cat5, Cat5E, Cat6, or Cat6a patch cable. Choose from color options of gray, blue, red and yellow to simplify cable organization and tracking.",/images/C2G_RJ45_PLUG_COVER_-_6.0MM_GRY_50PK.jpg,56.16,/images/C2G_RJ45_PLUG_COVER_-_6.0MM_GRY_50PK.jpg
Small & Consumer Electronics,Gaming Controllers,Logitech Driving Force Shifter 29,"<p>The sim racing shifter for G29 and G920 Driving Force Racing Wheels. Add realistic shifting to your racing wheel setup and to the latest PC and console racing titles. Driving Force Shifter completes your racing rig with smooth six-speed shifting, authentic solid steel and leather construction, and built-in clamps for secure mounting to a table or racing rig. Get set for a high-performance shifting experience through every hairpin turn and straightaway.</p>",/images/LOGITECH_DRIVING_FORCE_SHIFTER_29.jpg,50.87,/images/LOGITECH_DRIVING_FORCE_SHIFTER_29.jpg
Small & Consumer Electronics,Tools,C2G 1Rnd_Flat Cut Strip Tool,"<p>With its adjustable stripping depth, this tool precisely strips both flat and round wire. Clean and quick.</p>",/images/C2G_1RND_FLAT_CUT_STRIP_TOOL.jpg,75.7,/images/C2G_1RND_FLAT_CUT_STRIP_TOOL.jpg
Small & Consumer Electronics,Gaming Controllers,Logitech Gamepad F310,"<p><b>Extensive game support</b></p> <p>Play hits and classics. Play console ports with their native-style controller or adopt a more relaxed position while enjoying PC games. F310 is easy to set up and use with your favorite games thanks to XInput/DirectInput<sup>1</sup>Requires software installation for DirectInput mode. -the two most common input standards.</p> <p><b>Steam Big Picture</b></p> <p>Play on your TV. Pair the F310 with Big Picture and navigate Steam, surf the web, play games and more from the comfort of your couch. Bring your entire library of Steam games to the living room, grab your F310, sit back, and enjoy.</p> <p><b>Familiar console-like layout</b></p> <p>Pick up and play. Your instincts will guide your actions over the familiar layout. You'll be off and gaming in no time. Crafted for a console-like control experience and innovated from traditional design, F310 fits like a glove.</p> <p><b>Exclusive 4-switch D-pad</b></p> <p>Standard D-pads rest on a single pivot point, resulting in mushy control. The D-pad glides over four individual switches for a more responsive, tactile feel.<br><br><b>WORKS WITH CHROMEBOOK CERTIFIED<br></b></p> <p>Meet the gear from Logitech G that's certified Works With Chromebook. The Works With Chromebook badge means that this Logitech G gear meets compatibility standards to work seamlessly with Chromebooks.</p> <p><b>Works with Android TV</b></p> <p>Our game controllers work well with Sony Android TVs. With the controller switch in XID mode, our console-like layout will give you the edge as you compete. Smooth curves and contoured rubber grips provide long, comfortable play sessions. Standard Android TV controls - provided through the Logitech Logo button on the gamepad together with the Back key on the controller - allow you to navigate your Android TV seamlessly.</p> <p><b>Easy to set up and use</b></p> <p>Adapt and customize. Change the standard commands or adapt F310 for play with an unsupported title, using Logitech profiler software. Buttons and controls are fully programmable and can even mimic keyboard and mouse commands.</p> <p><sup> </sup></p>",/images/LOGITECH_GAMEPAD_F310.jpg,54.33,/images/LOGITECH_GAMEPAD_F310.jpg
