category,subcategory,name,description,url,price,image
Test and Measurement,Bench Power Supplies,"BK Precision 9119A-B Triple-Output Linear Bench Power Supply, 30V, 3A, 0.01% Acc.","The BK Precision 9119A-B is a triple-output linear bench power supply designed to deliver clean and stable DC power for a wide range of applications. The supply features three isolated outputs, each with a maximum voltage rating of 30V and a maximum current rating of 3A, with a high accuracy of 0.01%. The supply operates at a frequency of 50/60Hz and has a temperature range of 0°C to 40°C. Typical applications include laboratory research, product development, and educational settings. The supply is housed in a compact, 3U-high enclosure with a front-panel interface featuring rotary controls, LED displays, and binding posts. Key specs: 30V, 3A, 0.01% accuracy, 50/60Hz, 3U-high enclosure.",https://www.arrow.com/en/products/bench_power_supplies_bk9119a_syn,878.00,/images/Bench_Power_Supplies_BK9119A_SYN.jpg
Embedded Controllers and Systems,Single Board Computers - SBCs,"Hardkernel ODROID-XU Industrial Fanless Box PC, Quad-core 2GHz ARM Cortex-A15/A7, 2GB RAM, Linux","The ODROID-XU is an industrial fanless box PC from Hardkernel, powered by a quad-core 2GHz ARM Cortex-A15/A7 processor and 2GB of RAM, making it a suitable solution for demanding applications such as industrial automation and edge computing, with a power consumption of 4.5W at 5V and an operating temperature range of 0°C to 40°C, this compact system is ideal for IoT applications and digital signage, housed in a rugged aluminum enclosure with a compact size of 83 x 56 x 27mm Key specs: Quad-core 2GHz ARM Cortex-A15/A7, 2GB RAM, Linux, 5V, 0°C to 40°C.",https://www.arrow.com/en/products/single_board_computers_sbcs_od_xu_2g_syn,101.50,/images/Single_Board_Computers_SBCs_OD_XU_2G_SYN.jpg
Displays,TFT Modules,4D Systems 4.3-inch Sunlight-Readable TFT Display Module SYN-4080,"The 4D Systems 4.3-inch Sunlight-Readable TFT Display Module is a 4.3-inch 480x272 pixels TFT display with a high brightness of 1000cd/m², making it suitable for outdoor use. Operating voltage ranges from 4.5V to 5.5V with a typical current consumption of 300mA. The module features a resistive touchscreen interface and a 24-bit RGB interface. It is commonly used in industrial control panels and handheld devices. The module is housed in a compact 105mm x 86mm x 16mm package. Key specs: 4.3-inch, 480x272 pixels, 1000cd/m², 4.5-5.5V, 300mA, 24-bit RGB interface.",https://www.arrow.com/en/products/tft_modules_4ds_tft43_syn,104.99,/images/TFT_Modules_4DS_TFT43_SYN.jpg
LEDs and LED Lighting,Lighting Fixtures,"Cree Lighting 35W, 4000K, Outdoor LED Floodlight, Integrated Driver, 12-24VDC","The CLR-OFLD-35W-SYN is a 35W, 4000K outdoor LED floodlight with an integrated driver, operating from 12-24VDC, with a current tolerance of +/-10% and a frequency of 50/60Hz, designed for use in security and area lighting applications, featuring a rugged IP67-rated housing and a compact form factor of 6.1 inches x 4.3 inches x 3.1 inches Key specs: 35W, 4000K, 12-24VDC, Integrated Driver, IP67-rated.",https://www.arrow.com/en/products/lighting_fixtures_clr_ofld_35w_syn,112.50,/images/Lighting_Fixtures_CLR_OFLD_35W_SYN.jpg
Embedded Controllers and Systems,Single Board Computers - SBCs,"Raspberry Pi Edge AI SBC with NPU, 2.5W, Linux, 4GB RAM, 64GB eMMC","The Raspberry Pi Edge AI SBC with NPU is a high-performance single-board computer designed for edge AI applications, featuring a quad-core Cortex-A72 CPU and a Neural Processing Unit for machine learning acceleration, operating at 1.5 GHz with a 2.5W power consumption, powered by a 5V DC input with a tolerance of 5%, and supported by a Linux operating system, 4GB of LPDDR4 RAM, and 64GB of eMMC storage, with typical applications including AI-powered robots and industrial automation, and housed in a 85 x 56mm form-factor with a microSD card slot, HDMI, USB, and gigabit Ethernet ports. Key specs: 1.5GHz quad-core Cortex-A72, 2.5W, 5V, 5% tolerance, NPU, 4GB LPDDR4 RAM, 64GB eMMC.",https://www.arrow.com/en/products/single_board_computers_sbcs_rp_xp_npu_4g_64g_syn,172.39,/images/Single_Board_Computers_SBCs_RP_XP_NPU_4G_64G_SYN.jpg
Thermal Management,Heat Sinks,"Fischer Elektronik Densely Finned Vapor-Chamber Heatsink for CPUs, 35W","The FK-VCHS-35W-SYN-01 is a densely finned vapor-chamber heatsink designed for high-performance CPU cooling applications, with a thermal resistance of 0.25°C/W and a maximum heat transfer capacity of 35W. The heatsink operates at temperatures between -40°C and 125°C and features a compact footprint of 50mm x 50mm x 10mm. Suitable for use in laptops, desktops, and gaming consoles, this heatsink is also compatible with a wide range of standard CPU sockets. The package includes a pre-applied thermal interface material and a mounting kit for easy installation. Key specs: 35W, 0.25°C/W, -40°C to 125°C, 50mm x 50mm x 10mm.",https://www.arrow.com/en/products/heat_sinks_fk_vchs_35w_syn_01,5.52,/images/Heat_Sinks_FK_VCHS_35W_SYN_01.jpg
Wire and Cable,Cable Assembly Coaxial,"Times Microwave LMR-400 10ft N-Male to N-Male Coaxial Cable Assembly, 6.1GHz","This is a 10ft long LMR-400 N-Male to N-Male coaxial cable assembly from Times Microwave, suitable for high-frequency applications up to 6.1GHz. The cable has a operating voltage of 250V, and a maximum power rating of 200W. It is designed to provide a low loss and high frequency stability, making it ideal for use in wireless communication systems, satellite and radar systems. The cable assembly is shipped in a single piece, wrapped around a plastic spool, and meets or exceeds the specifications of the LMR-400 standard. Key specs: 10ft, 6.1GHz, N-Male to N-Male, 250V, 200W.",https://www.arrow.com/en/products/cable_assembly_coaxial_l4nmalem10_syn,63.41,/images/Cable_Assembly_Coaxial_L4NMALEM10_SYN.jpg
Power Supplies,Uninterruptible Power Supply Systems - UPS,"APC 650VA Compact Line-Interactive UPS, 120/230V, SYN-650CPS","The APC 650VA Compact Line-Interactive UPS is designed to provide reliable power protection for network closets and small data centers. With a headline spec of 650VA, this UPS delivers 120/230V output voltage, 3.6A nominal output current, and a frequency tolerance of 47-63Hz. It also features an input voltage range of 100-140V, an efficiency of 85%, and an operating temperature range of 0-40°C. Typical applications include network servers, routers, and switches. The unit has a compact, 1U rackmount form factor with a physical size of 16.9 x 5.5 x 8.5 inches. Key specs: 650VA, 120/230V, 3.6A, 47-63Hz.",https://www.arrow.com/en/products/uninterruptible_power_supply_systems_ups_syn_650cps,379.99,/images/Uninterruptible_Power_Supply_Systems_UPS_SYN_650CPS.jpg
Computer Products,Computer Mouse,"iKey RGB Gaming Mouse, Wired, 16,000 CPI","The iKey RGB Gaming Mouse, Wired, 16,000 CPI is a high-performance gaming mouse suitable for PC gaming applications, with 16,000 CPI optical resolution and customizable RGB lighting, operating at 5V and drawing up to 100mA, with a polling rate of 1000Hz, and an ergonomic design suitable for long gaming sessions, and packaged in a durable plastic housing with a USB cable and a 32-bit ARM processor, making it ideal for gaming and multimedia applications, with an operating temperature range of 0-40°C, and a dimension of 127mm x 80mm x 40mm Key specs: 16,000 CPI, Wired, 5V, 100mA.",https://www.arrow.com/en/products/computer_mouse_ikgm_116syn,27.49,/images/Computer_Mouse_IKGM_116SYN.jpg
Test and Measurement,Multimeters,"Hioki CM4375 Clamp Meter with Bluetooth, 2000A AC, 2500A DC, True RMS","The Hioki CM4375 Clamp Meter with Bluetooth is a true RMS multimeter with 2000A AC and 2500A DC current measurement capabilities, featuring 0.5% DC and 1.0% AC current accuracy. Additional specs include 1000V AC/DC voltage, 100MΩ impedance, and 40Hz to 1kHz frequency measurement. This clamp meter is suitable for use in industrial and residential electrical testing applications. It features a rugged, IP54-rated design and a convenient LED backlight for improved visibility in low light conditions. The meter comes in a compact, ergonomic package with a rubberized grip. Key specs: 2000A AC, 2500A DC, True RMS, 0.5% DC accuracy, 1.0% AC accuracy.",https://www.arrow.com/en/products/multimeters_cm4375syn,409.59,/images/Multimeters_CM4375SYN.jpg
Displays,TFT Modules,Riverdi 7-Inch WVGA Capacitive TFT Module with Brightness Enhancement,"The RVDM070-CTHP-SYN is a 7-inch WVGA capacitive TFT module with brightness enhancement, featuring a 800x480 pixel resolution and 24-bit color depth, suitable for industrial and medical applications. It operates at 3.3V to 5V input voltage, consuming a maximum current of 2.5W, and has an operating temperature range of -20 to 70 degrees Celsius. The module is typically used in portable medical devices and industrial control panels. It comes in a compact 164.41 x 100.8 x 9.4mm form factor with a 50-pin FPC connector interface. Key specs: 7-inch, WVGA, 800x480, 24-bit color, 3.3-5V, 2.5W, -20 to 70°C.",https://www.arrow.com/en/products/tft_modules_rvdm070_cthp_syn,106.19,/images/TFT_Modules_RVDM070_CTHP_SYN.jpg
Displays,OLED Display Modules,Newhaven Display 2.42-inch 128x64 Graphic OLED Module with I2C Interface,"The Newhaven Display 2.42-inch 128x64 Graphic OLED Module is a low-power, high-contrast display solution for a variety of applications. Operating at a voltage range of 2.8V to 3.3V and current of 10mA to 25mA, this display features a 1% tolerance and a maximum refresh frequency of 100Hz. Typical applications include industrial control panels, medical devices, and handheld instruments. This module is housed in a compact PCB package with a 4-wire I2C interface and is specified for operation over a temperature range of -20°C to 70°C. Key specs: 2.8V to 3.3V, 10mA to 25mA, 1% tolerance, 100Hz refresh, I2C interface, 128x64 pixels, 2.42-inch diagonal.",https://www.arrow.com/en/products/oled_display_modules_nhd_242g_syn01,93.58,/images/OLED_Display_Modules_NHD_242G_SYN01.jpg
Motors,Motors Other,Oriental Motor AZ Series 2-Phase 4-Wire NEMA 17 Bipolar Stepper Motor 3.0A/phase,"The Oriental Motor 2-Phase 4-Wire NEMA 17 Bipolar Stepper Motor is a high-torque, low-vibration motor suitable for applications requiring precise positioning and speed control. The motor has a rated current of 3.0A/phase, voltage of 5.5VDC, and a step angle of 1.8 degrees. The motor operates at a frequency of up to 200 kHz and has a temperature range of -20 to 60°C. Typical applications include 3D printing, CNC machining, and robotics. The motor is housed in a compact NEMA 17 package with a 5mm shaft diameter and a length of 47mm. Key specs: NEMA 17, 2-Phase 4-Wire, 3.0A/phase, 5.5VDC, 1.8 degree step angle.",https://www.arrow.com/en/products/motors_other_bkv3557_syn,249.99,/images/Motors_Other_BKV3557_SYN.jpg
RF and Microwave,Combo Wireless Modules,Silicon Labs EFR32xG24 Wi-Fi 6 + Bluetooth 5.2 Combo Module,"The EFR32xG24 combo module from Silicon Labs is a pre-certified Wi-Fi 6 and Bluetooth 5.2 module designed for high-performance wireless applications. It operates at 3.3V with a typical transmit current of 140mA and 1% tolerance, and features a frequency range of 2.4-2.5GHz for Wi-Fi and 2.4GHz for Bluetooth. It is housed in a compact 12mm x 12mm x 2mm LGA package. The module is ideally suited for applications such as smart home devices, industrial automation, and IoT gateways. It is also available for use in consumer electronics, medical devices, and wearables. Module is RoHS compliant and operates over a temperature range of -40°C to +85°C. Key specs: Wi-Fi 6, Bluetooth 5.2, 3.3V, 140mA, 1% tolerance, 2.4-2.5GHz, LGA-12.",https://www.arrow.com/en/products/combo_wireless_modules_sl_wifi6_ble_syn1a,17.14,/images/Combo_Wireless_Modules_SL_WIFI6_BLE_SYN1A.jpg
Test and Measurement,Thermal Imagers,Seek Thermal Compact XR - 256x192 Radiometric Thermal Camera Core for Drones (9Hz),"The Seek Thermal Compact XR is a drone-mount radiometric camera core that provides high-resolution 256x192 thermal imaging at 9Hz. It operates from a 5V supply drawing up to 600mA, with a thermal sensitivity of 50mK and an accuracy of ±2°C. Typical applications include drone-based inspection and surveyance, as well as industrial monitoring. The Compact XR is housed in a rugged IP67-rated enclosure measuring 44.4mm x 44.4mm x 24.5mm. Key specs: 256x192 resolution, 9Hz frame rate, 5V, 600mA, 50mK thermal sensitivity.",https://www.arrow.com/en/products/thermal_imagers_stxr256_9hz_syn,2142.22,/images/Thermal_Imagers_STXR256_9HZ_SYN.jpg
Test and Measurement,Oscilloscopes,"Tektronix 4-CH 100 MHz Digital Oscilloscope, MDO3114SYN","The Tektronix MDO3114SYN is a four-channel 100 MHz digital oscilloscope with a bandwidth of 100 MHz and a maximum sample rate of 5 GS/s, offering 16 digital channels and a large 10.1 WVGA color display, suitable for testing and debugging electronic designs in industrial, automotive and aerospace applications, and is available in a compact benchtop form factor. Key specs: 100 MHz bandwidth, 4 analog channels, 16 digital channels, 5 GS/s sample rate, 10.1 WVGA display.",https://www.arrow.com/en/products/oscilloscopes_mdo3114syn,1349.42,/images/Oscilloscopes_MDO3114SYN.jpg
LEDs and LED Lighting,LED Modules,Cree LED 8x16 Addressable RGB LED Matrix Panel SYNA503,"The Cree LED 8x16 Addressable RGB LED Matrix Panel SYNA503 is a compact, high-brightness display solution featuring 128 individually addressable LEDs arranged in an 8x16 matrix, operating at 5V with a maximum current of 100mA, a brightness tolerance of 10%, and a refresh rate of up to 100Hz, making it suitable for various applications such as digital signage, gaming, and home automation, housed in a 90mm x 40mm x 7mm durable plastic package with a 0.5mm pitch between LEDs and operable in temperatures ranging from -20°C to 60°C. Key specs: 8x16 matrix, 128 addressable LEDs, 5V, 100mA, 10% brightness tolerance, 100Hz refresh rate.",https://www.arrow.com/en/products/led_modules_cr_syna503_24,183.99,/images/LED_Modules_CR_SYNA503_24.jpg
Memory,Memory Modules,Kingston 16GB DDR4 2400MHz Mini-DIMM Server Memory SYN-1234A,"The Kingston 16GB DDR4 2400MHz Mini-DIMM Server Memory is a high-performance, 1.2V memory module designed for servers and data centers. Operating at a frequency of 2400MHz and drawing 1.2V, it features a power consumption of 3.8W. This memory module is built with 16 1Gbx8 FBGA components and is RoHS compliant. It is suitable for use in applications such as cloud computing, virtualization, and high-performance computing. The module has a low profile and is designed to fit in tight spaces, making it ideal for compact server systems. Key specs: 16GB, DDR4, 2400MHz, 1.2V, Mini-DIMM.",https://www.arrow.com/en/products/memory_modules_ktd_mla1234a_syn,97.99,/images/Memory_Modules_KTD_MLA1234A_SYN.jpg
Tools,Soldering Irons and Stations,Quick 858D 220-240V 50Hz Hot Air Rework Station with Preheat,"The Quick 858D is a hot air rework station with a built-in preheat function for soldering and desoldering of SMD components. It operates at 220-240V AC, 50Hz, and has a temperature range of 100-500°C. The station has a high precision digital temperature control and a ergonomic handle for comfortable operation. Typical applications include rework of PCBs, repair of electronic devices, and prototyping. The station comes in a compact desktop enclosure with dimensions of 220x150x280mm. Key specs: 220-240V, 50Hz, 100-500°C, Digital Temperature Control, Preheat Function.",https://www.arrow.com/en/products/soldering_irons_and_stations_qu_858d_syn,117.95,/images/Soldering_Irons_and_Stations_QU_858D_SYN.jpg
Power Supplies,DC to DC Converter and Switching Regulator Module,TRACO Power TMDC1000S 100W Railway-Grade 48-160VDC Wide-Input DC-DC Converter 12V 8.5A,"The TRACO Power TMDC1000S is a 100W railway-grade wide-input DC-DC converter that provides a highly efficient and reliable power solution for a variety of industrial and transportation applications. This converter features a 48-160VDC input range and a single 12V output with a current rating of 8.5A and a tight line and load regulation of 1%. The TMDC1000S operates at a switching frequency of 300kHz and is enclosed in a compact DIN rail mount package with a temperature range of -40°C to 85°C. Typical applications include railway systems, industrial control systems, and transportation infrastructure. This module is packaged in a ruggedized metal enclosure with a DIN rail mount and dimensions of 125x115x55mm. Key specs: 100W, 48-160VDC, 12V 8.5A, 1% regulation, 300kHz, DIN rail mount.",https://www.arrow.com/en/products/dc_to_dc_converter_and_switching_regulator_module_tmdc1000s_001,299.99,/images/DC_to_DC_Converter_and_Switching_Regulator_Module_TMDC1000S_001.jpg
Computer Products,Printers,HP LaserJet Pro M254NW Color Laser All-in-One Printer SYNGY,"The HP LaserJet Pro M254NW Color Laser All-in-One Printer SYNGY is a compact and versatile office solution that prints, copies, and scans, with a headline print resolution of up to 600 x 2400 dpi, and a recommended monthly print volume of 1,500 pages, operating on 120-240VAC, 50-60Hz, and suitable for typical office applications, including document printing and color presentations, and comes in a compact desktop form-factor measuring 16.5 x 16.3 x 11.6 inches Key specs: Up to 600 x 2400 dpi, 120-240VAC, 50-60Hz, A4/Letter, USB 2.0, Ethernet, Wi-Fi.",https://www.arrow.com/en/products/printers_hpljm254nw_syn,114.75,/images/Printers_HPLJM254NW_SYN.jpg
Thermal Management,Fan Coolers,"Sunon 1U Rack Fan Tray, 12V, 2.5W, 38CFM, 60mm","The SU-1URMT38-SYN is a 1U rack fan tray from Sunon, designed to provide efficient cooling for 1U rackmount applications, with a headline specification of 38CFM and 2.5W power consumption. Operating from 12V DC, it has a current draw of 210mA and a temperature range of 0 to 50°C. Typical applications include rackmount servers, storage systems, and network appliances. The fan tray is mounted in a compact 1U form-factor enclosure with a 60mm fan size. Key specs: 12V, 2.5W, 210mA, 38CFM, 60mm, 0-50°C.",https://www.arrow.com/en/products/fan_coolers_su_1urmt38_syn,8.72,/images/Fan_Coolers_SU_1URMT38_SYN.jpg
Thermal Management,Fan Coolers,Sunon 120mm PWM 12V 0.4A 1600rpm Case Fan SYN132,"The Sunon 120mm PWM 12V 0.4A 1600rpm Case Fan is a high-performance fan designed for use in computer cases, server enclosures, and other electronic equipment. It operates at a voltage range of 10.8V to 13.2V and has a maximum current draw of 0.4A. The fan features a PWM control scheme, allowing for variable speed control and a maximum speed of 1600rpm. With a noise level of 30dBA and a lifespan of 40,000 hours, this fan is suitable for applications where high airflow and low noise are required. It is also designed for use in home theater systems and gaming consoles. The fan has a standard 3-pin power connector and is housed in a 120mm x 120mm x 25mm frame. Key specs: 120mm, 12V, 0.4A, 1600rpm, PWM control, 3-pin power connector.",https://www.arrow.com/en/products/fan_coolers_mf1204v1s_syn132,9.40,/images/Fan_Coolers_MF1204V1S_SYN132.jpg
Mobile Computing,Tablet PCs,"Panasonic 10-inch Rugged Android Tablet, 128GB Storage, Qualcomm Snapdragon Octa-Core","The Panasonic 10-inch Rugged Android Tablet is an industrial-grade tablet designed for use in harsh environments, featuring a 10-inch capacitive touchscreen display, 128GB storage, and a Qualcomm Snapdragon octa-core processor. Operating at temperatures ranging from -20°C to 50°C, this tablet can withstand extreme conditions. Key specs include 802.11ac Wi-Fi, Bluetooth 5.0, and a 7000mAh lithium-ion battery with up to 8 hours of operation. Typical applications include field service, logistics, and warehouse management. Package is a ruggedized IP65-rated enclosure with a weight of 540g and dimensions of 267 x 175 x 18mm. Key specs: Qualcomm Snapdragon Octa-Core, 128GB Storage, 10-inch Capacitive Touchscreen, IP65-Rated Enclosure.",https://www.arrow.com/en/products/tablet_pcs_pntab_10rugsyn,783.99,/images/Tablet_PCs_PNTAB_10RUGSYN.jpg
Test and Measurement,Multimeters,Fluke 902 1000A True RMS Clamp Meter with Bluetooth,"The Fluke 902SYN-BT is a True RMS clamp meter with Bluetooth connectivity that measures currents up to 1000A with 1.5% accuracy, DC and AC voltages up to 1000V with 1% accuracy, and resistance up to 1000 Ohms with 1% accuracy. It also features capacitance measurement up to 1000uF and a frequency range of 50Hz to 400Hz. This clamp meter is ideal for use in electrical and industrial applications, including maintenance, troubleshooting, and quality control. It is housed in a rugged, portable enclosure with a large LCD display and a battery life of up to 200 hours. Key specs: 1000A, 1000V, 1% accuracy, True RMS, Bluetooth, 50Hz-400Hz.",https://www.arrow.com/en/products/multimeters_902syn_bt,342.12,/images/Multimeters_902SYN_BT.jpg
"Boxes, Enclosures and Racks","Box, Enclosure and Rack",Bopla 273 x 194 x 73mm Diecast Aluminum Enclosure SYNA-273X194X73,"The Bopla 273 x 194 x 73mm Diecast Aluminum Enclosure SYNA-273X194X73 is a durable and versatile diecast aluminum project box suitable for housing electronic assemblies, protecting components from environmental factors, and providing a secure connection interface. It features a wide operating temperature range of -40°C to 80°C and is designed for applications where high mechanical strength and resistance to corrosion are required. Typical applications include industrial control panels, medical devices, and data acquisition systems. The enclosure is designed to provide a secure IP65 rating and features a robust diecast aluminum construction with a natural finish, providing excellent shielding and heat dissipation characteristics. It measures 273 x 194 x 73mm and weighs approximately 3.5kg. Key specs: 273 x 194 x 73mm, Diecast Aluminum, IP65, -40°C to 80°C.",https://www.arrow.com/en/products/box_enclosure_and_rack_bop_syna_273x194x73,159.96,/images/Box_Enclosure_and_Rack_BOP_SYNA_273X194X73.jpg
Data Storage,USB Flash Drives,"Verbatim 64GB USB-C Metal Flash Drive, Water Resistant","The Verbatim 64GB USB-C Metal Flash Drive is a compact, water resistant storage solution with a 64GB capacity and USB 3.2 Gen 1 interface. Operating at 5V and drawing a maximum current of 900mA, this drive has a metal enclosure for added durability. It supports data transfer rates up to 100MB/s and operates within a temperature range of 0°C to 60°C. Ideal for storing and transferring files on the go, this drive is perfect for applications such as data backup and file sharing. The drive measures 7.4 cm in length and weighs 12g, making it a portable storage solution. Key specs: 64GB, USB-C, USB 3.2 Gen 1, 5V, 100MB/s.",https://www.arrow.com/en/products/usb_flash_drives_usb3_metal_64_syn,26.99,/images/USB_Flash_Drives_USB3_METAL_64_SYN.jpg
Development Kits and Tools,Development Kits and Tools,"Espressif Systems ESP32-WROVER-E Raspberry Pi Pico Learning Kit with ESP32-WROVER-E Wi-Fi/Bluetooth Module, 3.3V","The ESP32-WROVER-E Raspberry Pi Pico Learning Kit is a development board featuring the ESP32-WROVER-E Wi-Fi/Bluetooth module with a 32-bit dual-core LX6 microcontroller, 4MB flash and 8MB PSRAM, operating at 3.3V with a typical current consumption of 100mA, suitable for IoT and smart home applications, housed in a compact module with breadboard-friendly headers and a Micro-USB interface. Key specs: ESP32-WROVER-E, 3.3V, 100mA, Dual-Core LX6 Microcontroller.",https://www.arrow.com/en/products/development_kits_and_tools_es_wrover_e_syn_1,101.44,/images/Development_Kits_and_Tools_ES_WROVER_E_SYN_1.jpg
Test and Measurement,Bench Power Supplies,Siglent SDPS305CC Compact USB-Programmable Power Supply 30V 5A,"The Siglent SDPS305CC is a compact 30V 5A benchtop power supply with USB programming, providing stable and reliable DC power for a wide range of applications. The power supply features a high accuracy voltage and current output, with a voltage tolerance of ±0.5% and current tolerance of ±1.5%. The SDPS305CC operates at a switching frequency of 100kHz and has a temperature range of 0°C to 40°C. This power supply is ideal for use in test and measurement applications, as well as power-on sequencing for various electronic devices. The unit is housed in a compact 3U half-rack enclosure. Key specs: 30V, 5A, ±0.5% voltage tolerance, ±1.5% current tolerance, 100kHz switching frequency.",https://www.arrow.com/en/products/bench_power_supplies_spsdps305cc_syn,649.99,/images/Bench_Power_Supplies_SPSDPS305CC_SYN.jpg
Displays,OLED Display Modules,Newhaven Display 2.42-inch 128x64 Graphic OLED Module with SSD1322 Controller,"The NHD-242G-SYN is a 2.42-inch 128x64 pixel graphic OLED display module featuring a SSD1322 controller, operating at 3.3V with a maximum current consumption of 25mA, and 20% duty cycle, packaged in a COG (Chip on Glass) configuration with a temperature range of -20°C to 70°C. It is suitable for industrial control panels, medical devices, and other applications requiring a compact, high-contrast display. The module is mounted on a PCB with a 20-pin interface, and is 43.3mm x 32.4mm x 2.0mm in size. Key specs: 2.42-inch, 128x64 pixels, SSD1322 controller, 3.3V, 25mA.",https://www.arrow.com/en/products/oled_display_modules_nhd_242g_syn,71.18,/images/OLED_Display_Modules_NHD_242G_SYN.jpg
Displays,LCD Monitors,"Advantech 15-inch LCD Industrial Panel Monitor, 1024x768, Wide Viewing Angle","The FPM-1510-SYN-1 from Advantech is a 15-inch industrial panel monitor with a resolution of 1024x768 pixels and a wide viewing angle of 160 degrees horizontally and 140 degrees vertically, ideal for use in harsh environments. It features a brightness of 250 cd/m² and a contrast ratio of 500:1, with an operating temperature range of -20°C to 60°C and a storage temperature range of -30°C to 80°C. Typical applications include industrial control systems, medical devices, and kiosks. The monitor is housed in a rugged metal enclosure with a compact form factor, making it suitable for space-constrained installations. Key specs: 15-inch, 1024x768, 250 cd/m², 500:1 contrast, -20°C to 60°C operating temperature.",https://www.arrow.com/en/products/lcd_monitors_fpm_1510_syn_1,429.99,/images/LCD_Monitors_FPM_1510_SYN_1.jpg
RF and Microwave,Bluetooth,Microchip Technology RN4871-DMB-PI Dual-Mode Bluetooth Serial Module,"The RN4871-DMB-PI is a dual-mode Bluetooth serial module from Microchip Technology, featuring a 3.3V operating voltage, 100mA maximum current, and a -40°C to 85°C operating temperature range, all housed in a compact 25.6mm x 26.3mm x 3.5mm module. It operates at a 2.4GHz frequency and supports both Bluetooth Low Energy (BLE) and Bluetooth Classic modes. This module is ideal for applications such as IoT sensor nodes, medical devices, and industrial control systems. It is a complete module with an onboard antenna and a 2.54mm pitch header for easy integration. Key specs: 3.3V, 100mA, -40°C to 85°C, 2.4GHz, Dual-Mode Bluetooth.",https://www.arrow.com/en/products/bluetooth_rn4871_dmb_pi_syn,5.04,/images/Bluetooth_RN4871_DMB_PI_SYN.jpg
Power Supplies,Uninterruptible Power Supply Systems - UPS,APC Smart-UPS SRT 1500VA 120/208/240V Compact UPS for Network Closet,"The APC Smart-UPS SRT 1500VA 120/208/240V is a compact uninterruptible power supply system designed for network closet applications. This UPS provides 1500VA of power with an output voltage of 120/208/240V, 50/60Hz, and a tolerance of 1%. The unit operates within a temperature range of 0 to 40°C and features a compact 1U rackmount design, making it suitable for various IT and networking applications, such as data centers and telecommunication systems, that require reliable power backup. Key specs: 1500VA, 120/208/240V, 50/60Hz, 1% tolerance, 1U rackmount design.",https://www.arrow.com/en/products/uninterruptible_power_supply_systems_ups_srt1500_ausyn,1119.00,/images/Uninterruptible_Power_Supply_Systems_UPS_SRT1500_AUSYN.jpg
